Canonical_Smiles,Inhibition 1,Inhibition 2,Inhibition 3
CN(C)c1nc(N(C)C)nc(N(C)C)n1,1.2384,0.7722,6.9988
O=NN1CCNCC1,0.0985,0.2406,4.1622
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N.Cl,53.1467,52.4167,56.7426
Br.CCCCN1C=CN(C)C1,10.8549,2.3978,35.111
F[B-](F)(F)F.[K+],4.535,8.1214,2.007
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc([O-])c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],83.647,84.0367,76.2523
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,58.7086,61.8721,59.6544
O=[N+]([O-])c1ccc(F)c(Cl)c1,1.1488,1.0245,0.5582
c1ccc2c(c1)CCc1ccccc1N2,5.2082,1.8277,4.7192
Cc1nc2ccccc2c(=O)o1,6.7996,6.5877,5.0331
Nc1ccccc1Nc1ccccc1,24.474,30.1729,12.0217
Nc1nc(N)c(N)c(N)n1.O=S(=O)(O)O,1.7406,0.2044,0.7073
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,39.5659,42.5787,35.1225
O=C1CCN(c2ccccc2)N1,11.4284,6.0837,12.2378
CC1CCCC1,15.8099,4.9088,3.0652
COc1cc(N)ccc1C,38.2635,40.5979,24.4535
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,9.7814,4.178,9.1479
Cl[Zr+2]Cl.[C-]1=CC=CC1.c1cc[cH-]c1,6.0297,6.321,6.58
Nc1cc(Cl)cc(S(=O)(=O)O)c1O,10.0623,15.2845,13.6069
Oc1cccc2cc3cccc(O)c3c(O)c12,1.2452,3.4941,1.6126
COc1ccc(Nc2ccc(OC)cc2)cc1,28.8169,15.7291,10.8009
Cc1c[nH]c(=S)[nH]c1=O,0.9036,3.57,7.383
Nc1ccc(N)c2ccccc12,69.3182,61.4058,47.284
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,71.2638,75.8363,64.1486
CC(C)(C)OC(=O)c1cccc(N)c1,35.0324,33.3023,27.9906
c1ccc2cnncc2c1,2.6662,6.3001,2.0834
Nc1ccc2c3c(cccc13)-c1ccccc1-2,39.4847,42.0409,34.3182
Cc1cccc(O)c1N,8.9394,36.6466,1.3418
Cc1cc(O)ccc1N,41.6418,16.5157,11.4744
O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,43.0051,44.8193,34.3654
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,93.2608,92.3865,87.292
CCCCON=O,3.3196,1.6554,2.2129
O=C1OC2(c3ccccc31)c1cc(I)c([O-])c(I)c1Oc1c2cc(I)c([O-])c1I.[Na+].[Na+],23.3572,26.6623,10.9272
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],21.4477,20.6181,19.7344
CCOC(=O)C(Cl)C(C)=O,3.8735,0.5529,1.0176
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,5.0268,13.6237,10.0011
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,3.4503,8.6638,1.0452
C1CCC2=NCCCN2CC1,0.0407,2.3853,0.095
N#CC(C#N)=C(C#N)C#N,30.2849,25.9964,13.9367
O=C(O)c1c2ccccc2cc2ccccc12,16.0047,34.1426,14.2561
O=c1[nH][nH]c2ccccc12,15.9455,20.5387,19.5189
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,6.9563,13.4123,1.0202
O=C1c2ccccc2Cc2ccccc21,22.4951,20.1051,8.057
COc1ccc(N)c(OC)c1,38.5582,41.4108,37.615
Brc1c2ccccc2cc2ccccc12,24.5021,2.9705,4.6992
OCc1c2ccccc2cc2ccccc12,5.6304,15.847,9.0925
COc1nc(N)nc2nc[nH]c12,3.3678,2.2358,2.1751
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,9.7617,10.4298,4.3011
Oc1ccc(N=Nc2ccccc2)cc1,22.1529,31.1125,21.6965
Nc1ccc2c(c1)Cc1ccccc1-2,34.6928,43.2262,26.5455
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,31.0438,40.5769,25.1399
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,6.8198,14.3538,0.9989
Nc1ccc(Cl)cc1N,18.2751,16.2133,10.6577
Oc1cccc2cccnc12,8.7063,0.1504,1.7217
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,16.0365,28.258,6.2875
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1.2148,2.7693,10.0372
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,8.5269,27.6701,10.3277
C(=NC1CCCCC1)=NC1CCCCC1,8.3291,8.3694,0.3801
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,17.7418,32.1707,17.0812
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,0.0962,1.2439,1.7286
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0.1231,1.3703,2.5351
CC(C)(C)c1ccccc1O,1.2047,5.0914,3.3656
COc1ccc(C)cc1N,24.593,49.4461,13.0399
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,7.6844,1.7053,11.6199
Nc1ccc(Nc2ccccc2)cc1,45.8293,55.3597,30.903
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,11.5951,11.6685,11.6758
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,66.8324,70.8134,64.2887
Nc1ccc2ccccc2c1,14.993,23.9073,3.3226
COc1ccccc1N,3.5703,4.0349,2.7813
CCCOC(=O)c1cc(O)c(O)c(O)c1,4.9389,11.4913,5.5378
CC1=CC(=O)/C(=C(/C)[O-])C(=O)O1.[Na+],1.8987,3.1998,2.8349
COc1ccc(O)c(C(C)(C)C)c1,3.4871,1.9371,1.5893
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,19.0243,12.1653,24.1454
CC(C)(C)c1cccc(C(C)(C)C)c1O,1.1062,0.7838,6.9906
Cc1cccc(N)c1N,39.532,53.5952,40.4658
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,64.0212,64.1115,47.5743
CC(C)=CCC/C(C)=C/C=O,8.4444,14.2241,11.695
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,66.0046,64.5672,54.6982
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,80.7361,93.2286,89.6291
CCCCOP(=O)(OCCCC)OCCCC,13.8529,15.785,11.8804
CC(=O)OCC(COC(C)=O)OC(C)=O,0.1257,3.735,0.0172
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,2.3036,0.046,1.3085
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,31.6996,41.416,32.471
C=CCOC(=O)c1ccccc1C(=O)OCC=C,55.1265,66.8857,56.5856
COC(=O)c1ccccc1O,1.7871,3.1484,5.7941
Nc1ccc(Cc2ccc(N)cc2)cc1,65.8428,74.0893,44.8731
Cc1ccc(N)cc1N,19.378,13.6347,6.3229
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,75.4554,77.6341,71.4448
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.6766,2.5021,1.6657
CC1(C)C(=O)N(Br)C(=O)N1Br,2.6861,6.1758,2.5408
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,30.7904,10.8197,12.8895
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,100.0,95.8564,93.7887
CN1CCC[C@H]1c1cccnc1,7.877,12.9783,7.0277
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,88.5493,86.657,84.2494
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,7.2871,4.3193,3.4488
Oc1cc(Cl)c(Cl)cc1Cl,0.2424,4.4562,6.516
CNC(C)=O,3.5387,0.5781,1.0562
NNC(=O)c1ccncc1,64.9594,69.8064,51.9423
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,60.1415,59.1681,56.2641
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,2.0295,6.7632,7.4822
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,29.3105,29.7859,24.4304
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,27.3886,26.428,22.4958
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,78.4133,82.8378,71.9063
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O,41.0381,50.471,42.263
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,74.5261,78.437,73.3941
CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2.[K+],75.3081,80.9964,74.412
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,70.5055,69.5469,63.3849
O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,12.956,11.667,18.0245
CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,13.1704,9.4312,10.1272
CC(C)c1cccc(C(C)C)c1NC(=O)[N-]S(=O)(=O)c1cc(C(C)(C)O)co1.[Na+],0.6953,3.9892,3.0143
c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,67.9323,74.9214,61.8226
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,23.6196,34.1335,24.0519
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,13.8529,19.4382,15.9857
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2.Cl,9.4259,13.7225,4.5454
NC(=O)N(O)[C@@H]1COc2cc(OCc3ccccc3)ccc21,70.4153,72.3874,52.4232
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,6.6546,13.1025,3.223
CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C.Cc1ccc(S(=O)(=O)O)cc1,78.1526,78.3588,73.0952
N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,4.68,7.4509,7.3719
CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O,40.5494,52.8987,38.1041
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,19.5444,21.848,19.507
NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1.O.[K+],3.2104,0.4245,2.0339
CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2.[Na+].[Na+],9.7986,32.3845,3.2831
OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,34.1198,43.2863,9.4886
CN(C)C(=O)NC1(c2ccccc2)CCN(CC[C@@]2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,45.2614,50.745,43.1064
CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,70.5537,73.9358,67.9018
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,19.0407,45.6284,28.6142
O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,74.9184,71.3895,64.3033
COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@H](C)CCC[C@@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1.Cl,91.9797,90.7285,87.2719
CN(C)C(=O)C1(N2CCCCC2)CCN(CC[C@@]2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl,83.8581,84.9778,71.234
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,44.0621,46.5518,26.5547
COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,98.4787,94.742,91.2939
CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N,26.1212,35.06,26.2212
Cl.O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,20.6734,29.1534,23.8214
O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,72.0446,76.2272,71.6719
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,83.7351,79.7085,77.9033
NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1,53.4552,50.4171,45.1213
CC[C@H](NC(=O)c1cc(F)ccc1[N-]S(=O)(=O)c1cccc2cccnc12)c1ccccc1.[Na+],75.358,75.6975,65.6429
COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1,51.4338,53.8937,45.2822
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl,46.1584,47.3043,41.9993
CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl,93.0372,96.4574,92.03
CC(=O)O.COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,1.8945,10.6792,2.4042
Cc1nc(-c2ccccn2)ncc1C(=O)Nn1cc(C)c2cc(F)ccc21,45.1463,53.9361,36.9758
CO[C@@H]1COCC[C@@H]1[NH2+][C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C([O-])CCC(=O)O,9.9577,16.3741,10.6716
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,94.4235,93.5854,89.4407
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,62.9162,66.492,64.8759
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,20.5325,18.41,13.676
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,25.8041,48.9741,37.7149
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,49.5433,43.3366,38.6701
CC(C)(OO)c1ccccc1,3.0287,5.5926,1.9404
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,14.7701,17.3795,11.2407
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,37.4595,39.4029,33.7054
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0.1178,2.0303,0.4409
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,4.6709,5.7201,1.1215
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,7.7942,8.7763,7.1806
Oc1ccc2ccccc2c1N=Nc1ccccc1,13.0604,30.2296,15.0658
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,84.5915,88.5937,86.4909
Cc1cc(N=Nc2ccccc2C)ccc1N,51.7617,58.7537,52.3989
OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,2.4162,4.6173,7.6987
C/C=C/c1ccc(O)c(OC)c1,24.0247,36.6581,22.3103
CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,2.696,1.4912,6.9524
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,40.0821,56.6761,41.7091
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,8.1876,3.1851,0.4118
COc1cc(-c2ccc(N)c(OC)c2)ccc1N.Cl.Cl,83.1457,87.4497,78.2655
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,14.2414,6.1756,2.6028
CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,57.6462,59.1029,41.7028
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,65.2227,66.1459,54.4155
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,22.5056,34.6805,21.5034
CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,50.5945,72.5457,50.0928
CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,15.2085,12.3616,19.8513
CCOC(=O)c1ccc(O)cc1,3.5956,1.2207,2.1642
COC(=O)c1ccccc1N,3.6226,1.3878,1.0172
CC(=O)OC/C=C(\C)CCC=C(C)C,10.6044,6.814,0.1125
CCCCCCc1ccc(O)cc1O,72.6921,73.1317,60.0317
CC(=O)OCCC(C)C,2.928,2.4242,1.2779
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.603,3.3208,4.5622
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.2239,5.8583,0.9516
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,37.6246,43.3901,37.4225
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,2.2145,8.2783,2.6484
CCc1ccc(O)c(C(C)(C)C)c1,2.5427,9.5169,0.0554
CCOP(=S)(OCC)SCSCC,43.9047,40.4628,31.1587
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,85.905,89.0926,73.7175
C1=C\CC/C=C\CC/C=C\CC/1,0.0187,0.3951,11.6568
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,8.5357,16.2722,39.7981
CCN(CC)C(=S)SSC(=S)N(CC)CC,26.8017,26.5586,23.4106
O=Cc1ccccc1C=O,5.6255,7.2669,0.9842
Nc1ccc(-c2ccc(N)cc2)cc1,23.7725,30.6398,19.9652
C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,10.46,23.1973,23.3694
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.062,15.0145,5.9522
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,26.5257,33.7414,19.8211
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,100.0,97.7342,97.3941
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,19.322,24.7983,27.438
O=C(Nc1ccccc1)c1ccccc1I,30.8611,7.9734,27.6579
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],10.3967,2.0062,3.0079
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,69.195,76.8274,68.7363
CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,21.672,24.2801,24.091
Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,72.6978,83.8806,67.3106
CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,17.168,29.0087,9.3539
COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1.[Na+],4.5595,8.4543,2.5517
O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,16.9288,24.4393,13.8152
CS(=O)(=O)O.Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C,23.8236,30.2618,8.6571
CS(=O)(=O)O.Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,44.5987,49.1174,44.2941
CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,6.9058,8.4859,9.6907
CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,55.2219,64.4904,49.2232
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,1.8716,10.0438,2.3054
CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,87.3728,85.5245,85.0454
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,19.2798,23.0324,17.5845
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,17.2316,24.5464,13.3489
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,11.7749,15.2285,5.3142
CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1,21.4959,31.7925,19.2959
COCCOC[C@H](CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,5.0858,11.1825,5.079
COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,49.8107,61.5204,43.6078
CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CS(=O)(=O)[O-],74.7645,69.0027,65.9807
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,86.3931,87.1683,82.4768
Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,33.907,43.9797,41.1145
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,15.8058,20.8245,17.6419
O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,0.3271,1.8291,0.3748
CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,11.7282,14.9915,7.6464
NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,80.0808,90.5136,77.0048
NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,58.2689,63.7606,38.8378
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N,5.9988,13.5552,0.3375
Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,0.2334,4.3486,8.1659
Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,50.185,61.333,43.4294
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,53.4726,47.8051,25.1275
CN1CCN(Cc2cc(-c3ccc4[nH]c(=O)oc4c3)co2)[C@@H](c2ccc(F)cc2)C1.Cl.O,0.8927,17.4884,10.0325
CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,36.0239,41.3105,33.6751
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,28.4051,22.3372,10.0389
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O,0.1882,8.5863,0.9723
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,89.9033,90.1918,87.9684
Nc1cccc(N)c1,6.808,18.8688,24.8297
[Cl-].[Cl-].[Hg+2],89.9003,94.4539,85.8282
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,13.4349,21.3098,16.5703
Cc1ccc(N)c(N)c1,18.6418,16.371,17.7807
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,63.1348,65.3371,60.947
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1.[Na+].[Na+],19.3541,14.9986,20.3635
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,48.4711,48.2954,38.1074
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,8.7729,21.4555,1.2991
O.O=P1(N(CCCl)CCCl)NCCCO1,0.6196,10.4684,2.7572
