Canonical_Smiles,Inhibition 1,Inhibition 2,Inhibition 3
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,89.3058,86.3641,89.2699
C=CCOCC(O)CCl,4.6642,1.5923,15.3335
c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,59.2153,65.1154,58.7152
F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,38.4712,27.2573,41.2554
O=C(CS)OCCOC(=O)CS,9.6853,9.9688,19.338
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,63.4512,70.033,65.7766
CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3,27.2502,22.0168,31.845
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,10.0668,10.0359,23.4885
CN(N=O)c1ccc([N+](=O)[O-])cc1,5.6299,1.9209,3.644
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,35.5582,32.9967,12.3762
Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.3879,2.26,4.0285
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,14.2727,7.6843,10.2283
Cc1ccc(N)cc1S(=O)(=O)O,2.3093,2.2622,4.3313
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,49.0093,46.2176,34.6534
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,86.2812,91.0235,90.162
Nc1ccc(-c2ccc(F)cc2)cc1,52.8115,22.1528,27.6113
CC1=C(CC=O)C(C)(C)CCC1,9.7957,4.0731,57.2568
C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,68.1529,68.7199,65.5599
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,70.2656,77.9941,74.4687
CC1=CCCC(C)(C)C12CCC(C)O2,6.4313,4.4038,31.976
C=CCCCCCCCCC=O,1.7103,2.9754,7.4715
CCCCCCCCCCC(CO)CCCCCCCC,7.3842,1.7905,19.018
CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,82.5657,85.6251,81.0755
CC1=CC[C@H](C(C)C)C=C1,11.2831,13.3581,16.843
C=CC(C)=CCC=C(C)C,10.6679,7.6073,6.2782
O=S(=O)([O-])SSS(=O)(=O)[O-].[K+].[K+],7.5046,3.9268,8.891
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+],40.0841,46.1395,44.3865
Cl[Bi](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1,43.3901,42.1195,41.7183
CC(CC=O)c1ccccc1,20.1635,23.5555,16.4348
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,71.0418,69.3318,66.1306
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,18.4352,38.5772,56.7494
CCNC(=O)C1CC(C)CCC1C(C)C,21.6989,14.6041,18.4158
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1.[Na+].[Na+],17.3075,9.0668,9.8318
CCC(=O)OC(C)c1ccccc1,1.7333,3.1863,15.7751
CCCC(=O)C(C)=O,15.787,3.33,21.7153
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=S1(=O)N=C([O-])c2ccccc21,2.4249,1.7301,2.7042
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,37.5054,35.332,45.1525
CN1CCC[C@H]1c1cccnc1.CN1CCC[C@H]1c1cccnc1.O=S(=O)(O)O,0.6444,5.817,2.0865
CN(C)C,0.4106,6.4195,0.1714
CN(C)N,3.9663,4.5804,2.4712
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+],21.6582,22.6023,18.7288
CC(=O)O.CC(=O)O.NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,19.935,22.6563,20.7461
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,28.4395,45.1159,23.2042
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],48.2212,41.1652,43.243
O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,56.8368,53.7357,56.4387
Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,51.4909,50.0688,53.0011
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,20.834,22.887,14.8677
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],29.1066,18.05,51.2673
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-],12.936,23.5814,15.1922
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,3.5917,12.6114,9.976
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1,22.9347,16.7261,36.5699
C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-].[Na+],15.4712,7.4165,6.8927
CC/C=C\CC/C=C/C(OCC)OCC,8.2539,7.3488,24.135
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,5.5813,2.1244,3.976
C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,4.9469,5.955,38.782
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,53.7679,59.986,56.8005
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,28.7467,7.4337,2.0881
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,36.4495,13.7369,23.0682
Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,84.5588,87.0822,82.6256
CCCCCCCCn1sc(Cl)c(Cl)c1=O,22.8565,17.9241,17.8052
CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,10.0468,5.6884,9.2116
CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O,35.7252,32.4928,22.006
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,93.6297,97.1795,96.2856
Nc1ccc(NCCO)c([N+](=O)[O-])c1,24.1558,27.7127,22.5125
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,17.6207,20.6608,13.9212
Cc1cccc2sc3nncn3c12,26.2816,33.4608,10.056
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,10.4525,3.9813,3.7735
O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,10.8957,26.6059,25.2074
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,4.119,6.4079,14.2842
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,88.7301,86.6854,86.4135
Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,6.2411,6.0842,0.1272
CC1(O)CSC(C)(O)CS1,0.9972,1.6006,7.3847
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,75.3799,82.8945,78.4659
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,17.5088,17.0435,15.6636
C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,48.1213,44.9147,34.6644
CC(C)C/C=C(\C=O)c1ccccc1,0.5645,1.0801,0.6787
CCC(C)C1N=C(C)C(C)S1,16.0385,16.4053,23.8914
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,37.621,39.8428,41.4476
O=C1CCCCCCCCCCCCCC1,9.4852,20.449,28.2772
Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,72.8855,76.1181,85.7721
CC1(C)[C@@H]2CC[C@]3(C2)[C@@H]1C(=O)CCC3(C)C,36.6852,32.5351,30.7442
c1csc(SSc2cccs2)c1,11.3339,17.1427,9.8272
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,11.5466,11.6025,16.2842
CC(=O)O[Pb](c1ccccc1)(c1ccccc1)c1ccccc1,45.02,44.281,71.6349
CC(=O)SCc1ccco1,11.3927,0.395,5.4903
CCCC(=O)OCCC(C)CCC=C(C)C,72.7943,32.5263,68.5819
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,91.9886,91.5723,89.0964
CCCC(=O)C(CC)Sc1ccoc1C,6.2079,8.14,1.7316
c1ccc2cnccc2c1,24.4965,22.9341,18.8223
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,70.9759,75.5241,84.2624
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],6.9631,7.448,23.2504
N#Cc1c(F)cccc1F,0.1872,0.5785,3.3606
CC1=C(C=O)C(C)(C)CCC1,2.249,3.6681,1.4205
O=C1CCC/C=C\CCCCCCCCCC1,26.2688,13.3294,22.5013
CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,16.1898,14.3203,17.6727
CC1=CCC(C(C)C)C=C1,26.8278,16.0751,30.5346
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,18.711,1.6412,7.1789
O=C1CCCCCCCCCCOCCCCO1,13.6397,12.7293,24.2666
C/C=C/C=C/COC(=O)C(C)C,17.6124,18.5125,24.9474
Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.8007,8.4245,6.6328
CCC(=O)C(=O)CC,63.0788,61.2409,73.9266
CC1CCC(C(C)(C)S)C(=O)C1,2.7708,10.1584,9.9136
Cc1occc1SSc1ccoc1C,0.0901,1.1607,5.3776
C=CC(C)(CCC=C(C)C)OC(=O)CC,12.7526,10.5197,0.9242
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,33.8378,30.7796,19.4843
CCCCc1ccc(O)cc1,0.576,1.7285,6.3259
Cc1occc(=O)c1OC(=O)C(C)C,0.6916,1.5858,0.8675
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,11.4925,8.8109,6.0004
c1coc(Cn2cccc2)c1,4.4374,0.4381,4.4529
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],7.1982,1.2031,0.5039
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,32.8238,31.1214,41.2
CCc1nccnc1C,0.8455,1.8664,0.8671
CCCCCCCOC(C)=O,2.3629,2.3663,0.4038
CCCCCCCCCCCSCC(=O)O,0.1771,5.6483,4.5732
O=C1CCCCCCCCCCCCCCCO1,13.4732,2.1665,6.5737
C=C(C)CCCC(C)CCO,28.0907,9.2248,25.8325
O=C1CC2CC1C1CCCC21,0.4353,0.5633,2.5737
CC1=CCC2C(C1)C2(C)C,32.4883,10.4456,13.3909
C=CC(C)(CCC=C(C)C)OC(=O)/C=C/c1ccccc1,3.3124,11.2569,4.2569
C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,14.247,8.0839,1.2412
Cc1cccc(O)c1,2.3224,1.7942,0.8666
Cc1ccc(N(CCO)CCO)cc1,2.3717,4.1112,18.1471
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,39.6687,39.3118,49.4938
CC(=O)CCc1ccc2c(c1)OCO2,28.8629,28.9258,39.9429
CC(C)(CO)C(O)C(=O)NCCCO,0.3447,2.4695,0.4485
CCO[Si](C)(CCCOCC1CO1)OCC,12.2475,7.3393,11.289
CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,1.6511,0.1406,10.109
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,2.5283,1.3239,18.756
Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,5.487,14.2097,11.8177
CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12,11.6461,6.7094,8.0993
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,1.1403,3.9141,2.9462
CCC(=O)OCCC(C)CCC=C(C)C,36.3058,7.6616,28.6997
COC(=O)c1ccc(OC)cc1,1.8316,2.3741,2.7752
CCOc1ccc(O)cc1,0.0127,1.6095,0.2728
Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,12.1658,13.988,18.1521
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,16.9546,15.0144,21.64
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,40.6015,14.4436,29.5812
Cl.Cl.NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,12.6923,8.8309,0.7567
Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,34.362,30.2377,31.7156
SCCc1cnccn1,7.5879,4.3717,4.4655
CC(C)(C)OC(=O)c1ccccc1C(=O)O,0.2907,0.854,5.7257
CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,0.0469,2.4653,4.1311
COP(=O)(O)OP(=O)(O)OC,0.4974,5.6406,4.8037
CCCCCOC(=O)CCCCC,0.4068,1.2756,3.7
CCCC1CCCC(=O)O1,0.1853,6.1001,1.5774
COc1ccc(N)cc1N.O.O=S(=O)(O)O,17.2262,17.4025,23.2929
CC(CC=O)CC(C)(C)C,6.5722,3.8717,5.3134
COC(=O)/C=C(\C)CCC=C(C)C,21.2697,13.959,22.3011
Cc1occc1S,25.1077,21.7626,26.4593
C[Si](C)(CCCN)O[Si](C)(C)CCCN,76.7398,9.034,27.1794
C/C=C/C(=O)CCCC,5.8456,9.1597,10.1938
NNC(=O)OCc1ccccc1,2.2423,0.0333,6.9647
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,1.2324,0.6434,0.681
COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,8.2579,7.6316,6.3213
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,65.0193,58.532,67.7781
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,39.8647,40.45,49.8964
Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,12.8315,13.9857,17.8716
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,18.7682,16.487,17.1988
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,11.0004,9.2126,13.4144
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,41.7572,54.5434,49.0106
C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,23.0929,18.287,30.3045
Cc1ccc(N)cc1Cl,0.1228,2.7311,1.7377
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,22.5348,20.3697,33.2037
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,5.2605,11.1941,26.9372
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,15.1995,14.3663,22.8487
Oc1cccc2ccccc12,6.543,5.8285,8.4834
Cc1ccccc1N.Cl,13.2032,0.8333,0.7598
IC(I)I,0.515,4.4335,5.7796
Cc1cc(-c2ccc(N)c(C)c2)ccc1N.Cl.Cl,38.9592,38.9413,36.0916
Nc1cccc2ccccc12,6.5626,4.7039,27.5804
COc1ccccc1N.Cl,14.0665,20.0467,24.7709
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,59.7327,66.4166,67.397
COc1c2occc2cc2ccc(=O)oc12,20.5082,23.6558,35.0758
CC1=NN(c2ccccc2)C(=O)C1,0.4982,1.0723,7.1972
Nc1ccc(Cl)c(N)c1,17.2185,17.1597,23.2469
O=Nc1ccc(Nc2ccccc2)cc1,37.4403,35.5118,41.5749
S=C(NC1CCCCC1)NC1CCCCC1,20.6775,18.0046,15.7807
Nc1ccc(Cl)c(Cl)c1,5.7718,6.3845,10.987
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,6.6041,5.3514,8.7367
CC(=O)/C=C/C1=C(C)CCCC1(C)C,9.6926,7.2791,11.1434
CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,5.6368,3.955,3.7137
O=C(c1ccccc1)c1ccc(O)cc1O,21.316,19.725,63.6183
CCC(C)C=O,0.2221,0.5013,4.0802
Cl.Nc1ccccc1,4.7132,4.9904,4.934
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,35.0,40.3195,51.0838
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,32.8575,26.6222,32.9827
Cc1cc(Cl)ccc1O,2.832,1.0699,3.8594
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,27.2613,25.8187,35.7299
Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,54.5134,53.2535,54.8277
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,9.7984,7.3078,11.4863
CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],73.6831,79.7974,78.4478
c1ccc(Nc2ccc3ccccc3c2)cc1,12.9482,9.3014,42.1391
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,13.8482,14.0789,26.6165
Nc1ccc(N)c(Cl)c1.O=S(=O)(O)O,59.5136,53.3132,63.7574
COc1ccc(N)cc1.Cl,0.5436,9.2428,8.5424
Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,74.4258,67.7484,81.2387
Cl.Nc1ccc(Cl)cc1,5.1011,2.903,16.055
Nc1cc(Cl)c(N)c(Cl)c1,27.625,25.4799,32.1507
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,56.0946,55.3188,35.9387
Cc1cc(Cl)ccc1N.Cl,7.4817,5.228,7.6922
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,48.5689,40.0499,52.2252
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,76.4657,79.437,79.0585
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,3.47,2.9816,5.7276
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,6.6044,4.8699,2.6415
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,2.1947,2.2471,4.4766
CC(=O)CC/C=C(\C)CCC=C(C)C,31.0561,36.0678,7.2151
CCCCCCCCCCN,0.8291,0.3332,7.7195
CCCCCCCCCCCCN,1.3881,1.3137,17.3237
Nc1ccc(N)cc1,36.7082,31.0801,39.498
O=CCc1ccccc1,9.728,7.6111,13.3827
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,10.332,10.2674,14.8032
CCCCCCCCCl,0.7346,1.5644,2.6509
OCC(O)CCl,1.2449,1.1484,2.7442
Cc1ccncc1,1.0154,3.9698,2.3611
Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,44.352,52.779,60.6515
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,41.6015,55.4459,59.8425
CC(C)OC(=O)Nc1ccccc1,8.8991,8.0337,6.4217
N#C[S-].[Na+],3.6004,0.3454,2.3968
CCCCCC/C=C/CCCCCCCC(=O)O,2.7397,4.294,7.8454
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+],8.9586,2.5175,3.8039
CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,5.194,4.0768,10.1589
NNC(N)=S,0.3365,0.9392,4.3153
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.9757,0.0521,2.2018
CCc1ccc(O)cc1,1.4089,0.883,3.4247
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,12.7015,11.5597,9.0672
CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,2.1245,1.4468,0.9284
CCOP(=S)(OCC)SCSC(C)(C)C,43.8177,40.989,41.4762
NN.O=S(=O)(O)O,11.2011,3.8869,12.8377
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,5.3837,6.6312,6.7714
NC(=S)Nc1ccccc1,3.9286,2.5838,14.3727
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1.Cl,7.2295,3.2846,11.163
Cc1ccc(O)c(C(C)(C)C)c1,9.6499,4.0503,4.0916
Cl.NC(N)=NC(N)=NCCc1ccccc1,1.8463,0.3495,3.2045
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,24.6869,26.1112,20.5455
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,27.797,18.8473,12.4757
CCCCCCCCCCCC(=O)O,2.9562,2.736,6.9325
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,12.0069,7.1388,25.3962
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,32.0713,37.683,35.5255
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,10.7832,7.0696,30.7411
COc1ccc(N)cc1,3.0688,5.7452,8.7776
O=C(O)/C=C\C(=O)O,21.7801,0.1386,0.0291
CN(C)c1ccc(N=O)cc1,3.1636,5.9739,2.831
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,85.9759,74.1238,71.1461
C/C=C1/CC2C=CC1C2,16.7849,14.9627,29.0706
Cl.NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,0.5735,3.6986,1.1661
O=C1CCCCCCCCCCCN1,49.8017,52.3987,57.8602
CC(=O)OCc1ccc2c(c1)OCO2,4.396,1.0183,8.5682
COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)O,2.9637,0.4446,1.7627
C=C[Si](OCCOC)(OCCOC)OCCOC,12.2782,17.1959,24.9428
CCCC[Sn](Cl)(Cl)CCCC,4.7872,0.0081,5.2764
CC1(C)CC(N)CC(C)(CN)C1,72.8552,28.7858,38.131
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,81.8362,85.8069,81.6433
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,29.8199,34.53,34.2139
C=CC(C)(CCC=C(C)C)OC(C)=O,16.8238,12.8507,21.1627
CCOP(=S)(OCC)OP(=S)(OCC)OCC,10.7138,8.2536,8.3215
CCC/C=C(\C=O)CC,33.5531,3.9976,9.7364
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,21.4427,21.2794,34.2293
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,26.948,5.0472,12.5318
NCCOCCO,1.6593,0.744,1.4967
CCCCC/C=C/C=C/C=O,4.9253,2.4583,6.4237
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,50.5314,43.4027,43.4183
CC(C)(C#N)N=NC(C)(C)C#N,6.2202,5.71,11.8419
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,81.1012,88.9553,87.0725
CN(C)c1cccc(O)c1,7.6308,9.0472,11.9608
Nc1cccc(Cl)c1,4.8927,0.2692,9.0326
CC(C)Nc1ccc(Nc2ccccc2)cc1,28.1994,22.9856,35.1681
[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],34.3091,26.8045,28.6306
Nc1ccc(Cl)cc1Cl,7.0143,5.9345,1.9609
c1ccc(B(c2ccccc2)c2ccccc2)cc1,10.0199,2.1802,4.2794
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,15.4839,12.6898,31.0786
OCCN(CCO)c1cccc(Cl)c1,4.1702,0.558,2.9647
COc1ccccc1NC(=O)CC(C)=O,2.7476,10.87,9.5231
CCCCOCCOC(C)=O,0.9306,0.0121,6.5376
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,5.9842,1.2076,7.6459
C=C(C#N)C(=O)OCC,0.5204,4.9631,3.9822
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,1.7215,6.092,5.954
