Canonical_Smiles,Inhibition
CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3cccc(Br)c3)cc2)CC1.Cl.Cl,60.1
Cc1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)cc2c1,4.0
CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,17.0
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,16.3
CN1CCC[C@@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,20.6
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,24.6
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1.Cl,9.8
CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1.Cl,55.0
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,27.0
Cc1ncccc1C(=O)N([C@@H]1CCc2c(F)cc(Cl)cc21)[C@@H](C(N)=O)c1ccccc1,17.0
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(Cl)cc21,65.0
COc1ncccc1C(=O)N([C@@H]1CCc2c(F)cc(Cl)cc21)[C@@H](C(N)=O)c1ccccc1,22.0
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1N)[C@@H]1CCc2c(F)cc(Cl)cc21,18.0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,72.0
CCNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,22.0
Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,48.0
O=C(Nc1cc(F)c(-c2cn[nH]c2)c(F)c1)C1COc2ccccc2C1,43.0
COc1ccc2c(c1)CC(C(=O)Nc1cc(F)c(-c3cn[nH]c3)c(F)c1)CO2,38.0
O=C(Nc1cnn(-c2csc(C(=O)NCC3CCOCC3)c2)c1)Nc1ccccc1Cl,21.0
Cc1sc(C(=O)N[C@@H]2CCOC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,26.0
O=C(Nc1cnn(-c2csc(C(=O)NC3COC3)c2)c1)Nc1c(F)cccc1Cl,24.0
Cc1sc(C(=O)NC2COC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,16.0
N#Cc1c(N2CCOCC2)sc(-c2ncn[nH]2)c1-c1ccc(NC(=O)Nc2ccccc2Cl)cc1,1.5
Cc1nc(CN2CCC[C@H]2c2ncccc2C)cc(N2CCN(C)CC2)n1,7.0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,98.8
Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,71.0
CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,34.0
CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,57.0
O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,14.0
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,0.0
NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,11.0
NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,43.0
COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,15.0
CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,15.5
Cc1ncsc1CCOc1cnc(-c2ccn[nH]2)nc1,0.1
N#Cc1cccc(COc2ccc(-c3ccn[nH]3)nc2)c1,2.5
Cc1ncsc1CCOc1ccc(-c2ccn[nH]2)cc1,1.4
CS(=O)(=O)c1cccc(COc2ccc(-c3ccn[nH]3)nc2)c1,9.0
CCNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,36.7
CNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,43.2
CNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,17.7
CCNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,39.8
CC(C)(Oc1cccc(N2CCC[C@@H](C(=O)N(Cc3ccc(-c4cn[nH]c4)cc3)C3CC3)C2)c1)C(=O)N1CCNCC1.Cl,96.0
CC(C)(Oc1cccc(N2CCC[C@@H](C(=O)N(Cc3ccc(-c4cnc5[nH]ccc5c4)cc3)C3CC3)C2)c1)C(=O)N1CCNCC1.Cl,97.0
COc1cc2cc(C(=O)CCC(=O)O)sc2cc1OC,7.59
CC[C@H](CC(=O)c1cc2cc(OC)c(OC)cc2[se]1)C(=O)O,13.47
O=C(c1cccc(-c2[nH]nc3ncc(Cc4cc(F)ccc4F)cc23)c1)N1CCCC(O)C1,0.0
CP(C)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)NC3CCOCC3)cc2)ncc1Cl,3.7
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,98.81
CCC(=O)N(CC(CC)N1CCC(c2ccccc2)CC1)c1ccccn1,13.1
O=C(NCCN1CCOCC1)c1ccc2cc1OCCCCCCOc1cc(ccc1F)-c1nc(ncc1F)N2,27.5
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(OC)c1O,85.0
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,63.0
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(F)ccc1OC,66.0
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1c(F)cccc1OC,82.0
