,Canonical_Smiles,Inhibition
627,Cc1ncc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1NC(=O)OC1CCOCC1,17.0
631,O=C(c1ccccc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,45.0
632,Cc1ccc(-c2ccncc2F)c(C(=O)N2CCC(O)(Cc3ccccc3)CC2)c1,77.0
633,O=C(c1cc(F)ccc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,55.0
635,COc1c(OCC(=O)NC(CCCNC(=N)N)C(N)=O)cc2oc3cc(OCC(=O)NC(CCCNC(=N)N)C(N)=O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,42.0
640,Cc1csc2nc(C(=O)NCc3cccc(OCCCCSc4nc[nH]n4)c3)[nH]c(=O)c12,74.0
643,CC(C)Oc1ccc(C2CC(c3ccc(CN4CC(C(=O)[O-])C4)cc3)=NO2)cc1Cl.[Na+],76.6
645,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccccc2)C2CC2)cc(OCCOC)c1,33.0
649,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)cc1=O,61.0
650,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,75.0
655,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccc(F)cn3)ccc21,54.0
659,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,24.0
660,CN1CCN(c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)CC1,33.0
661,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,6.9
663,CC1(C)Cc2c(c(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,46.0
664,CC1(C)Cc2c(c(C(=O)Nc3ccccc3C(F)(F)F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,11.0
665,CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,4.0
671,Nc1cccc(Nc2ncc3cc(-c4cn[nH]c4)ccc3n2)c1,52.0
674,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ncc(F)cn3)ccc21,0.0
675,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ncccn4)ccc32)cn1,8.0
677,CCC(=O)c1oc(CCC(=O)O)c(C(=O)O)c1C,3.0
678,CCCc1oc(CCC(C)=O)c(C(C)=O)c1C,21.0
679,CNCc1cn(S(=O)(=O)c2cncc(C)c2)c(-c2cccnc2F)c1F,49.7
680,O=c1[nH]c(-c2ccc(OCc3ccc(F)cc3F)cc2)nc2ccccc12,38.5
685,COC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,23.0
687,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCOCCO,38.0
699,O=C(NCc1cn[nH]c1)Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,0.0
700,CC(C)COc1ccc(-c2nc(-c3ccnc(Cl)c3)n[nH]2)cc1[N+](=O)[O-],7.1
702,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)NCc1ccccc1)Cc1cc(F)c(F)cc1F,18.8
706,CCC(c1ccc(-c2ccc(O)c(O)c2)cc1F)n1ccnc1,100.0
708,Cl.Nc1ccc(CNC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,4.5
709,CC(C)C(=O)NCc1ccc(C(F)F)c(C(=O)Nc2ncc(-c3ccc(Cl)cc3)[nH]2)c1,44.0
710,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,13.0
711,O=C(O)CCNc1nc(N2CCc3ccccc3CC2)cc(-n2cccn2)n1,3.0
712,COc1ncccc1C(=O)NCCNc1cc(Nc2ccc(N3CCOCC3)cc2)nc([S+](C)[O-])n1,51.7
715,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,73.0
717,Fc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,40.2
722,CNCc1cn(S(=O)(=O)c2cnccc2C)c(-c2cccnc2F)c1F,40.0
724,O=C(Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1)C1CC1,14.0
725,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1Oc1ccc(F)cc1,1.8
726,Nc1ccccc1Nc1ccc2c(c1)CCc1ccccc1C2=O,70.0
732,Cc1sc(C(=O)NC2COC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,16.0
739,Fc1cc2nc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3cccnc3)[nH]c2cc1F,85.0
741,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,63.0
742,Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1,66.0
743,Cc1ccc(NC(=O)c2ccc(F)c(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,10.0
751,COc1ccc2c(c1)C(NCCOc1cc(F)ccc1F)CCS2(=O)=O.Cl,22.7
752,CNc1ccc2c(c1)C(NCCOc1cc(F)ccc1F)CCS2(=O)=O.Cl,26.1
753,CNc1ccc2c(c1)[C@@H](NCCOc1cc(F)ccc1F)CCS2(=O)=O.Cl,20.7
756,CN1CCN(Cc2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)n3)c2)CC1,85.0
757,CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c2cccc3C(F)(F)F)cc1,5.0
763,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,27.0
780,Cc1cc(-c2ccc(CCC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1,45.0
781,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)cc1F,24.0
784,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,10.0
785,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,5.0
786,CN1CCN(c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)CC1,7.0
787,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)co1,42.0
788,CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cc3)cc3nc(Nc4c(Cl)cccc4Cl)[nH]c23)O1,16.0
789,CC1C(=O)N(C)c2ccc(C(=O)N(C)c3ccccc3)cc2N1C1CC1,12.0
793,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,5.0
794,CC1(C)Cc2c(c(C(=O)Nc3c(F)cccc3F)cc3nc(Nc4c(Cl)cccc4Cl)[nH]c23)O1,24.0
795,CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,2.0
796,Cl.c1cncc(OC[C@H]2CNCCN2c2nc3ncccc3o2)c1,5.0
799,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,0.07
805,CC(C)C(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,33.0
806,Cn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccnc(NCc2ccccc2)c1,47.0
807,Cn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccnc(NCCc2ccccc2)c1,69.0
809,CN1CCN(Cc2ccc3c(c2)c(Cl)cn3S(=O)(=O)c2ccc(F)cc2)CC1,39.03
810,COc1ccc(CNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,90.0
811,Nc1c2c(nc3ccccc13)CCCC2,55.0
812,c1ccc(COc2cccc(NCc3nc(-c4ccncc4)n[nH]3)c2)cc1,97.0
815,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,70.0
817,CNCc1cc(-c2cccnc2F)n(S(=O)(=O)c2ccsc2)c1,1.4
820,CN(C)c1cccc(C(=O)NC2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,39.9
822,CCc1cc(-n2ccnc2C)ccc1-c1ccc(-c2nnn[nH]2)cc1,18.0
827,Cc1ccc(S(=O)(=O)N2CCSC2C(=O)NC2C3CC4CC2CC(C(N)=O)(C4)C3)cc1,24.0
828,NC(=O)C12CC3CC(C1)C(NC(=O)C1SCCN1S(=O)(=O)c1ccccc1F)C(C3)C2,21.0
833,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,97.0
839,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)c(C)c1,38.0
840,Cc1cccc2c1CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,33.0
843,N/C(S)=N/N=C/c1ccc([N+](=O)[O-])cc1,8.17
846,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,11.0
847,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,17.0
848,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cccnc5)cc4c(=O)c3c2)cn1,30.0
849,COCCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,53.0
850,Cl.Fc1cccc2sc(N3CCNCC3COc3cccnc3)nc12,75.0
851,Cl.O=C(Nc1ccc(Br)cc1F)N1CCNCC1COc1cccnc1,58.0
852,Cl.O=C(c1ccccc1)c1ccc(NC(=O)N2CCNCC2COc2cccnc2)cc1,23.0
853,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,55.0
854,Cc1ccc(/C(=C(\CCCO)c2ccccc2)c2ccc(N3CCN(C(C)C)CC3)cc2)cc1.Cl.Cl,47.0
855,CCN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(C)cc3)cc2)CC1.Cl.Cl,22.4
859,Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,93.0
861,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCOCC2)cc1F,54.0
862,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)cc(F)c2)cc1F,43.0
863,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,36.0
864,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,99.0
865,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,96.0
868,CN(C)CCC(NC(=O)Nc1ccc(-c2cn[nH]c2)cc1)c1ccccc1,10.0
869,COc1cccc(CN(CCN2CCOCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1,51.0
874,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,75.0
877,Cc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,62.0
878,Cc1c(N)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,42.0
879,COc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,30.0
880,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,22.0
882,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cc(C)nc6C)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,38.0
885,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)cc1F,90.0
891,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)s4)ccc3OCC)nc12,23.4
892,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,62.6
897,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,11.0
898,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1,10.0
899,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,11.0
900,O=C1OCCN1c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,12.0
901,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)ccc21,37.0
902,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,67.0
903,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,19.0
907,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CC/C(=N\N1CCN(C)CC1)C2(C)C,47.5
913,COc1ccccc1CNC(=O)c1c[nH]c2cc(-c3cn[nH]c3)ccc12,37.0
916,CC(=O)N1CCC[C@H]1COc1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,64.0
917,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccccc32)cc1,24.3
924,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(Cl)c2)cc1F,41.0
925,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)cc1F,68.0
926,Cl.O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCNCC2)cc1F,82.0
929,Cn1nnc(-c2ccc(Nc3nccc(-c4cc(C#N)cc(N5CCOCC5)c4)n3)cc2)n1,15.0
930,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](CN6CCN(C)CC6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,18.0
931,CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](O)CC3)nc21,13.0
932,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cccnn5)cc4c(=O)c3c2)cn1,23.0
933,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccc5Cl)cc4c(=O)c3c2)cn1,17.0
934,CN(C)S(=O)(=O)Cc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,0.0
935,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)c(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,26.0
936,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(n1)N(C1CC1)C(C)C(=O)N2C,9.0
937,CC1C(=O)N(C)c2ccc(C(=O)N3CCc4ccccc43)cc2N1C1CCCC1,43.0
938,Cc1ccc(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,5.0
940,Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc2nc(Nc3c(F)cccc3Cl)[nH]c2c2c1OC(C)(C)C2,20.0
941,CC1(C)Cc2c(c(C(=O)Nc3ccc(C(F)(F)F)cn3)cc3nc(Nc4c(Cl)cccc4Cl)[nH]c23)O1,40.0
942,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)c3c(c21)CC(C)(C)O3,100.0
943,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C4CC4)cc3)c3c(c21)CC(C)(C)O3,19.0
944,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cn3)c3c(c21)CC(C)(C)O3,17.0
945,Cc1c(Br)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,53.0
947,CC(C)CC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CC(=O)NC(=O)N1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O,38.0
949,COc1ccc(Cc2cc3cc(OC)ccc3cc2-c2cccnc2)cc1,89.0
953,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,68.4
954,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCc2ccccn2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,64.0
955,COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,43.0
956,COc1cccc(CN(C(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)C2CC2)c1,56.0
957,CCOC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,22.0
966,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,57.0
967,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,47.2
968,COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1,34.0
970,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccccc2OC)c(OC)c1,70.0
971,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cccc[n+]5[O-])cc4c(=O)c3c2)cn1,24.0
973,CCC(c1ccc(-c2cccc(OC)c2)cc1)n1ccnc1,92.0
974,CCC(c1ccc(-c2ccc(OC)c(OC)c2)cc1)n1ccnc1,93.0
976,c1cncc(-c2n[nH]c(-c3ccncc3)n2)c1,10.4
977,Cc1ccc2nc(-n3nc4c(c3O)-c3ccccc3CC4)sc2c1,8.0
978,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOC1CCCCCC1,3.1
979,Cc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cc(C)n1,26.0
984,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)NC(=O)CO4)c(F)c2)C(=O)O1,0.0
985,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,89.0
993,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCC(N)C2(C)C,97.0
998,COc1cccc(OC)c1C(=O)/C=C/c1ccco1,34.4
999,O=C(O)CCNc1nc(N2CCc3ccccc3CC2)cc(-n2nccn2)n1,7.0
1006,CCc1cc(-n2ccnc2)ccc1-c1ccc(-c2nnn[nH]2)cc1F,30.0
1009,CC(C)NC(=O)N[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCC4)c3n2)CC1,53.0
1010,CC(=O)c1cccc2c(C)c(C(=O)Nc3ccc4ccccc4n3)sc12,0.0
1014,CCC(c1ccc(-c2cccc(O)c2)cc1)n1ccnc1,88.0
1015,CCC(c1ccc(-c2cc(O)cc(O)c2)cc1)n1ccnc1,99.0
1017,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccc(F)cn1.O=C(O)/C=C/C(=O)O,22.0
1018,COc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1F,69.0
1019,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)cc2)cc1F,41.0
1020,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(-c2ccccc2)c1,92.0
1024,CC1CCC(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)CC1,64.0
1025,CC1C(=O)N(C)c2ccc(C(=O)N(C)c3ccccc3)cc2N1C1CC1,3.0
1029,Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(C#N)cc1)=N[C@H]2CC(N)=O,0.0
1031,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,33.5
1032,C[C@@H](C(=O)Nc1nc(C(F)(F)F)cs1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,52.0
1035,Cc1cc(C)cc(NC(=O)c2cccnc2SCc2ccnc(NC(=O)CN)c2)c1,10.0
1036,Cc1cc(C)cc(NC(=O)c2cccnc2SCc2ccnc(Cl)c2)c1,60.0
1037,CSc1cc(CSc2ncccc2C(=O)Nc2cc(C)cc(C)c2)ccn1,69.0
1039,COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3ccc(CCc4ccccc4)cc3)c2)cc(OC)c1OC.Cl,76.0
1042,CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1O[C@H]1CCN(C)C1,53.0
1044,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cscn1,7.4
1051,Cl.N[C@@H](CC(=O)N1CCCNCC1)Cc1cc(F)c(F)cc1F,93.3
1057,Cc1nn(C)c2nc(N(C)CCN(C)C)c(C(=O)NC(=O)Nc3cccc(OC(C)C)c3)cc12.Cl,49.0
1068,NC(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,60.0
1069,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,16.0
1070,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1,78.0
1077,COc1cccc(CNC(=O)c2cn(C)c3nc(-c4cn[nH]c4)ccc23)c1,68.0
1078,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1,75.0
1084,Cn1cc(CN2CC3(CC(=O)c4cc(/C=C/C(=O)NO)ccc4O3)C2)c2ccccc21,84.0
1085,Cc1cccc(OCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)c1,2.3
1086,Cc1cccc(OCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)c1,28.7
1094,O=C(C1CCCCC1)N1CCC[C@H](c2nc(-c3ccccc3)no2)C1,7.7
1096,NCC(C(=O)Nc1ccc2cnccc2c1)c1ccccc1,70.0
1099,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,92.0
1100,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C(F)(F)F)cc1,91.0
1101,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1,90.0
1102,O=C(CCc1ccc(C(F)(F)F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,99.0
1103,Cl.O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCNCC1,25.0
1106,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1F,61.0
1107,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2ccccc2c1F,91.0
1112,N#Cc1cccc(COc2ccc(-c3ccn[nH]3)nc2)c1,2.5
1116,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ncccc2c1,85.0
1118,COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(-c1ccc(C)cn1)c(=O)n2Cc1c(F)cccc1F,4.0
1119,COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CCOC)c(=O)n2Cc1c(F)cccc1F,8.0
1122,COc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1,19.0
1127,O=C(c1cc(Nc2ccc(Cl)cc2Cl)c(O)cc1O)N1Cc2ccccc2C1,33.0
1128,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2ccccc2)CC1)Cc1cc(F)c(F)cc1F,2.1
1129,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2cccc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,66.1
1131,Cc1csc2nc(C(=O)NCc3cccc(OCCOc4nc[nH]n4)c3)[nH]c(=O)c12,20.0
1132,O=C(NCc1cccc(OCCOc2nc[nH]n2)c1)c1nc2scc(-c3cccc(F)c3)c2c(=O)[nH]1,35.0
1133,O=C(NCc1cccc(OCCOc2nc[nH]n2)c1)c1nc2scc(-c3ccc(Cl)cc3)c2c(=O)[nH]1,48.0
1134,Cc1cc(NC(=O)N2CCNCC2COc2cccnc2)ccc1Br.Cl,80.0
1137,CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,69.0
1140,CCOP(=O)(OCC)C(=Cc1ccccc1)P(=O)(OCC)OCC,19.0
1144,COc1ccc(NCc2nc(-c3ccncc3)n[nH]2)cc1,95.0
1145,c1ccc(CNCc2nc(-c3ccncc3)n[nH]2)cc1,74.0
1146,Clc1ccc(NCCc2nc(-c3ccncc3)n[nH]2)cc1,93.0
1147,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,0.0
1148,CC(C)(C)c1ccc(CN2CCn3nc(C(=O)N4CCCCC4)cc3C2=O)cc1,0.0
1149,O=C(c1cc2n(n1)CCCN(Cc1ccc(Cl)c(Cl)c1)C2=O)N1CCCCC1,0.0
