,Canonical_Smiles,Inhibition
1150,O=C(c1cc2n(n1)C(O)CN(Cc1ccc(Cl)c(Cl)c1)C2=O)N1CCCCC1,0.0
1151,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,49.9
1161,COc1cccc2oc(-c3cc(C)cs3)c(O)c(=O)c12,24.47
1162,COc1ccc2c(=O)c(O)c(-c3sccc3C)oc2c1,79.37
1165,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4ccccc4)cc3)c12,13.0
1166,Cc1[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4ccc(Cl)cc4)c(F)c3)c2c1C,16.0
1169,Cc1cnc(NS(=O)(=O)c2cc(F)c(OC[C@@H]3CNCC[C@H]3c3ccc(Cl)cc3)cc2F)s1,22.0
1170,O=C1C2=Nc3ccccc3CN2c2ccc(Cl)cc21,1.0
1171,O=C1c2cc(Cl)ccc2-n2c1nc1ncccc1c2=O,62.0
1172,CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,33.0
1173,Cc1cc(S(=O)(=O)Nc2ccncn2)c(F)cc1O[C@H]1CCC[C@@H]1c1ccnn1C,42.8
1175,Cc1ncsc1CCOc1ccc(-c2ccn[nH]2)nc1,25.0
1176,N#Cc1cccc(COc2ccc(-c3ccn[nH]3)nc2)c1,52.0
1179,CC(=O)N1[C@@H]2CC[C@H]1C=C(c1cnc(NCc3ccc4c(c3)OCC4)c(C(=O)NC[C@H]3COc4ccccc4O3)c1)C2,26.0
1182,CN(C)CCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,15.0
1183,CCS(=O)(=O)Nc1cc(-c2cn(C)c3c(=O)[nH]ccc23)cc2c1ccn2C(C)(c1ccccn1)c1ccccn1.Cl,50.61
1188,C[C@@H](C(=O)Nc1ccccn1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,15.0
1191,Cc1cc(-c2n[nH]c(-c3ccnc(C)c3)n2)ccn1,15.3
1192,Clc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,54.1
1194,Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(F)cc1,38.0
1197,Oc1c2c(nn1-c1ccccn1)CCc1cc(Br)ccc1-2,21.0
1198,Cc1ccc(F)cc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O,44.0
1203,Clc1ccc(CSc2nc(-c3ccncc3)n[nH]2)cc1,97.0
1204,O=C(NCc1ccccc1C(F)(F)F)c1cccc(NCc2nnc(-c3ccncc3)n2CCO)c1,79.0
1205,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3cc(Cl)ccc23)C2CC2)cc(OCCOC)c1,9.0
1207,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2n1,95.0
1208,CC(C)(Oc1cccc(N2CCC[C@@H](C(=O)N(Cc3ccc(-c4cnc5[nH]ccc5c4)cc3)C3CC3)C2)c1)C(=O)N1CCNCC1.Cl,97.0
1210,Cc1ccc(-c2ccncc2C)c(C(=O)N2CCC(O)(Cc3ccccc3)CC2)c1,91.0
1211,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,13.0
1213,Cc1[nH]n(-c2ccccn2)c(=O)c1-c1cccc(C(F)(F)F)c1,45.0
1215,Cl.N[C@@H](CC(=O)N1CCCN(S(=O)(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,83.3
1216,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(S(N)(=O)=O)cc2)CC1)Cc1cc(F)c(F)cc1F,36.6
1217,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2cncc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,74.0
1226,CS(=O)(=O)Nc1cccc(-c2csc3cnc(Nc4ccc(N5CCNCC5)cc4)nc23)c1,57.3
1227,CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl,24.6
1229,O=C(c1cc(Cl)ccc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,75.0
1230,O=C(c1cccnc1-c1ccncn1)N1CCC(O)(Cc2ccccc2)CC1,13.0
1231,CCNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,39.3
1233,COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1n[nH]c3ccccc13)C2=O,10.0
1234,O=C(NCc1cnco1)Nc1ccc2nc(-c3ccccc3)nn2c1,0.0
1235,O=C(NCc1ccncc1)Nc1ccc2nc(-c3ccccc3OC(F)(F)F)nn2c1,65.0
1236,O=C(NCc1ccncc1)Nc1ccc2nc(-c3ccc(OC(F)(F)F)cc3)nn2c1,0.0
1237,COc1cccc(C(CCO)NC(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1,37.0
1238,COc1cccc(CN(CCN2CCCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1,34.0
1240,CCS(=O)(=O)c1ccc2oc(Nc3ccc(N4CCOCC4)cc3)nc2c1,46.0
1243,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,55.0
1247,CCn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCOC)cc(OCCOC)c2)C2CC2)cc1=O,70.0
1248,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3ccccc23)C2CC2)cc(OCCOC)c1,100.0
1250,Cc1ccsc1-c1oc2cc(O)ccc2c(=O)c1O,73.8
1251,COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1,34.0
1253,CNC(=O)c1noc(-c2cc(-c3ccc(C)cc3)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,43.2
1255,Cc1cc(N(C)C(=O)[C@H]2CC[C@H](Oc3cccc(CO)c3)CC2)ccc1CN1CCN[C@@H](C)C1,3.1
1256,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,50.0
1257,COc1cc(N(C(=O)NCCCn2cncc2C)C2CCN(C)CC2)ccc1OCCc1ccnc(N)c1,50.0
1262,N#Cc1ccc(C(=O)c2cc3ccccc3cc2-c2cccnc2)cc1,62.0
1263,COc1ccc2cc(-c3ccc(F)cc3)ccc2c1-c1cccnc1,86.0
1264,CS(=O)(=O)c1nc(Nc2cc(F)c(F)c(F)c2)cc(N2CCNCC2)n1,52.1
1266,Cc1cccc2ccc(N3CC[C@H](C(=O)N[C@H]4CC[C@@H](CO)CC4)C(C)(C)C3)nc12,35.0
1271,O=C(Nc1ccc(-c2c[nH]cn2)cc1)C1COc2ccccc2O1,1.0
1272,O=C(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)c[nH]2)c1,100.0
1273,CCCn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,51.0
1275,Clc1ccccc1NCc1nc(-c2ccncc2)n[nH]1,100.0
1276,O=C(NCc1ccccc1)c1cccc(NCc2[nH]nc(-c3ccncc3)c2-c2ccccc2)c1,87.0
1277,CNC(=O)c1ccc(COc2ccc(S(=O)(=O)C3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,11.6
1278,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccccn2)CC1,23.2
1279,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1,18.0
1280,O=S(=O)(Nc1cccc(F)n1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,27.0
1297,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1F,25.0
1298,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(F)ccc1F,80.0
1299,CN1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)CC1.Cl,19.0
1300,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,75.0
1303,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(Br)ccc2c1,77.0
1304,O=C(Cc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,98.0
1305,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1,94.0
1309,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,100.0
1310,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(C)o1,57.0
1311,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1,89.0
1312,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccc1OC(F)(F)F,53.0
1313,COc1ccc(O)c(CNCCCNc2ccnc3cc(Cl)ccc23)c1,90.0
1318,COCCCc1cc(Cl)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,23.0
1327,COc1cccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,44.9
1331,CC1=C(C(=O)OC(C)C)C(c2cocn2)n2c(nc3cc(F)ccc32)N1,52.0
1336,COC(=O)C1CN(Cc2ccc(C3=NOC(c4ccccn4)C3)cc2)C1,82.6
1339,Cl.NC[C@H]1C[C@@H]1c1cc(F)ccc1OCCF,10.0
1344,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,0.0
1347,CNC(=O)c1ccc(Oc2ccc(S(=O)(=O)[C@]3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,17.6
1348,C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(OC(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,9.0
1350,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(F)c3)ccc2O1,19.0
1351,COc1cccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1,19.0
1352,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(OC(F)F)c3)ccc2O1,19.0
1355,CCN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccc(F)cc3)c2)CC1,34.24
1356,CCN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccccc3Br)c2)CC1,32.89
1362,COc1cncc(-c2cc3c4c(c2)CCC(=O)N4CCC3)c1,24.0
1365,CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(OC)c5)c4n3)cc2)CC1,72.1
1367,NC(=S)N/N=C/c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,10.55
1368,COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,72.0
1369,COc1cccc(CNC(=O)c2cn(CCN3CCCC3)c3nc(-c4cn[nH]c4)ccc23)c1,44.0
1373,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,34.0
1374,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,6.0
1375,Cc1ccc2c(c1)CCN2C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,28.0
1376,CC1Cc2ccccc2N1C(=O)c1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C,31.0
1377,Cc1ccc(N(C)C(=O)c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1,12.0
1385,NC12CC3c4ccccc4C4CC(F)(C1)CC34C2,10.0
1386,CCCC(CCC)OCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,4.2
1387,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc1cccc(C(F)(F)F)c1,3.2
1388,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOCc1ccccc1,6.6
1390,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)co1,7.0
1391,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,6.0
1394,COc1cc2c(NC3CCN(C)C(=O)C3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,1.2
1396,CC(=O)Nc1cc(CSc2ncccc2C(=O)Nc2cc(C)cc(C)c2)ccn1,20.0
1397,CNC(=O)Nc1cc(CSc2ncccc2C(=O)Nc2cc(C)cc(C)c2)ccn1,24.0
1399,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCN1CCCCC1,97.0
1400,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,0.0
1401,COC(=O)C1CCN(C(=O)c2cccc(NCc3cnc4nc(N)nc(N)c4n3)c2)CC1,0.0
1404,CCN(CC)CC(=O)N=S(C)(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,18.0
1406,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCCNCC2)c1,51.0
1417,Cc1[nH]n(-c2ccccn2)c(=O)c1C(=O)Nc1ccc([N+](=O)[O-])cc1,13.0
1420,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,54.0
1421,O=C(O)c1cc(-c2cccc(COc3ccc4c(c3)CN(C3CCCC3)C4=O)c2)ccc1Cl,40.0
1424,CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,86.0
1425,CS(=O)(=O)c1ccc(C#N)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,59.0
1429,Cc1cc(C)cc(NC(=O)c2cccnc2SCc2ccnc(NC(=O)CNCCCO)c2)c1,23.0
1432,Cl.NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,60.0
1433,N#C/C(=C\c1ccc2c(c1)CCO2)S(=O)(=O)c1ccc(Cl)cc1Cl,26.0
1434,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CCCC[C@H]2c2ccc(Cl)cc2)cc1F,99.0
1435,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CN(CCF)CC[C@H]2c2ccc(Cl)cc2)cc1F,98.0
1436,O=S(=O)(Nc1ccc(F)cn1)c1cc(F)c(OC[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1F,42.0
1442,COC(=O)C1CN(Cc2ccc(-n3cc(-c4ccc(Br)cc4)nn3)cc2)C1,81.9
1443,O=C(O)C1CN(Cc2ccc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)cc2)C1,83.0
1447,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC)cc1N(C)CCN(C)C,44.0
1448,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,91.0
1467,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCc3cc(S(=O)(=O)Nc4ncccn4)ccc32)cn1,1.0
1468,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cn1,33.0
1469,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,35.0
1470,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3cnccn3)ccc21,68.0
1471,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)CC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,3.0
1472,O=S(=O)(c1ccc2ccccc2c1)N1CC=C(c2ccccc2)CC1,14.0
1473,Cc1c(N2CCN(Cc3cccc(C(=O)NCCC(=O)O)c3)CC2)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,72.0
1474,COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CCN(C)C)c1,65.0
1475,COc1cccc(CN(C)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,27.0
1476,COc1cccc(CNC(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,87.0
1477,COc1cccc(CN(C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1,70.0
1479,CC1=C(C)S(=O)(=O)c2cc3c(Nc4ccc5scnc5c4)ncnc3cc21,6.88
1483,COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CCO)c(=O)n2Cc1c(F)cccc1F,23.0
1484,COc1ccc2nc(N3CCNC[C@@H]3COc3cccnc3)sc2c1.Cl,49.0
1485,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCN2CCCC2=O)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,45.0
1489,COCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,68.0
1490,Fc1ccc2c(c1)c1c(n2CCCOc2ccc(Cl)cc2)CCNC1,10.0
1491,Fc1ccc2c(c1)c1c(n2CCCOc2ccc(Cl)cc2)CCNC1,1.0
1496,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1,82.0
1502,COc1cc(C(=O)NC(=N)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC.Cl,52.0
1506,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.0
1507,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2cccnc2)c(=O)n(-c2ccccc2)c(=O)n3Cc2c(F)cccc2F)cc1,66.0
1510,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C4CC4)c23)cn1,62.0
1513,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O,18.0
1514,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,16.0
1516,O=C(Nc1cccc2[nH]ncc12)NC1CCN(Cc2ccccc2)c2ccccc21,94.0
1518,Cc1ncn(C)c1-c1nnc([C@H]2CCC[C@@H](N(C)C(=O)c3cccc(Cl)c3)C2)[nH]1,3.3
1523,Clc1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,93.0
1524,NS(=O)(=O)c1ccc(NCc2nc(-c3ccncc3)n[nH]2)cc1,20.0
1525,c1ccc(CCOc2cccc(NCc3nc(-c4ccncc4)n[nH]3)c2)cc1,96.0
1526,O=S(=O)(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,83.0
1527,O=S(=O)(Cc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,86.0
1528,O=C(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,91.0
1529,O=C(NCCCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,94.0
1530,CN(Cc1ccccc1)C(=O)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,79.0
1531,O=C(NCc1ccccc1)c1cccc(NCc2cc(-c3ccncc3)n[nH]2)c1,99.0
1532,Cn1c(CNc2cccc(C(=O)NCc3ccccc3)c2)nnc1-c1ccncc1,26.0
1533,Cn1c(CNc2cccc(C(=O)NCc3c(F)cccc3F)c2)nnc1-c1ccncn1,24.0
1536,Cl.Cl.OCCC/C(=C(\c1ccc(Br)cc1)c1ccc(N2CCNCC2)cc1)c1ccccc1,45.0
1541,C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)c(OC)cc1N(C)CCN(C)C,54.0
1543,CN1CCC[C@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1.Cl,55.0
1544,Cc1ccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1.O=C(O)C(=O)O,36.0
1545,Cc1c(N2CCN(Cc3cccc(C(F)(F)F)c3)CC2)c(=O)n(C[C@H](NCCCC(=O)O)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,22.0
1550,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC3CC3)[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]32)cc1,53.0
1552,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CCCC(C)C)c2)[nH]1,71.0
1554,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC1,100.0
1555,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1,92.0
1556,COc1ccc(O)c(CNCCCNc2ccnc3cc(Cl)ccc23)c1,100.0
1557,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1c(F)cccc1OC,87.0
1558,COc1cccc(CNCCCNc2ccnc3cc(Cl)ccc23)c1O,97.0
1559,O=C(O)Cc1c2n(c3ccccc13)C[C@H](N(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1)CC2,49.0
1565,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(Cl)c3F)ccc2O1)C(=O)O,28.5
1571,c1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3[nH]1)CO2,47.0
1577,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@H](C)c2ccccc2)c1,87.0
1578,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C(C)C)c2)[nH]1,59.0
1580,COc1ccc2cc(-c3cccc(Cn4ccnc4)c3)ccc2c1,96.0
1583,COc1ccc(-c2ccncc2)c(C(=O)N2CCC(O)(Cc3ccccc3)CC2)c1,67.0
1584,Cc1nccn1CCC1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,38.0
1585,Cn1cncc1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,82.0
1590,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@H]2CC[C@H](O)CC2)c1,80.0
1591,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@H](C)c3ccccc3)c2)n1C,85.0
1592,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC(C)O)c2)[nH]1,33.0
1593,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccccn3)c2)[nH]1,53.0
1594,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3cccs3)c2)[nH]1,83.0
1595,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCc4ccccc43)c2)[nH]1,76.0
1599,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCCc3cccs3)c2)[nH]1,89.0
1606,CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12,100.0
1611,O=C1N(Cc2ccccn2)c2ccccc2C12COc1cc(F)c(F)cc12,30.0
1613,COc1cc(C(=O)NC(=S)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC,15.0
1614,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cnsc5)cc4c(=O)c3c2)cn1,67.0
1615,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)Nc5ccccc5)cc4c(=O)c3c2)cn1,28.0
1616,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)N[C@@H]5CCCC[C@@H]5N)cc4c(=O)c3c2)cn1,27.0
1617,CCC(O)(CC)CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,20.5
1618,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOCc1ccccc1,3.3
1621,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3CCCO3)c2)[nH]1,52.0
1622,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc(C(F)(F)F)cc1.O=C(O)C(=O)O,29.0
1623,Cc1cc(Nc2nc(NCc3cc(C(=O)Nc4cc(F)ccc4F)c(Cl)cn3)nc3c2cnn3C(C)C)n[nH]1,83.8
1627,Cl.N[C@@H](CC(=O)N1N=CCC1C(=O)Nc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,59.3
1629,Cc1ccc(NC(=O)c2ccc3c(c2)N(C2CCCC2)C(C)C(=O)N3C)c(C)c1,24.0
1634,CN1CCN(C(=O)c2cn(Cc3cncn3Cc3ccc4c(c3)OCO4)cc2-c2cccc3ccccc23)CC1,93.5
1637,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(CN2C(=O)CN(C)C2=O)cc1,25.0
1639,Cc1ccc2c(=O)c(O)c(-c3csc4ccccc34)oc2c1,13.2
1645,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,98.7
1646,CC1=C(C(=O)OC(C)C)C(c2ccoc2)n2c(nc3cc(Cl)ccc32)N1,44.0
1648,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNCCN(C)C,4.7
1650,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6ccnc6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,99.0
1657,CCCCCc1ccc(-c2cn(-c3ccc(CN4CC(C(=O)OC)C4)cc3)nn2)cc1,98.2
1658,COC(=O)C1CN(Cc2ccc(-n3cc(-c4ccc(OC(C)C)cc4)nn3)cc2)C1,92.7
1660,CCN(C)C(=O)C1CCN(c2cncnc2-c2ccccc2)CC1,35.0
1666,Cc1ccc(-c2ccncc2)c(C(=O)N2CCC(O)(Cc3ccccc3)CC2)c1,67.0
1667,CCN1CCc2cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)ccc2C1=O,12.36
