,Canonical_Smiles,Inhibition
107,CC(C)(O)C(=O)O,0.06045
108,Cc1c(N)cccc1N,40.91375
109,CCCCCCCC/C=C\CCCCCCCCOCCO,29.5753
110,CN(C)C.Cl,5.5835
111,C=CC(C)CCCC(C)(C)O,2.36755
112,NNCCc1ccccc1.O=S(=O)(O)O,53.22695
113,Clc1nc2ccccc2nc1Cl,6.742
114,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,30.59465
115,Cc1ccc(N=C=O)cc1N=C=O,52.6352
116,CC(C)=CC=O,1.1614
117,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,8.83125
118,CCOC(=O)CBr,0.42215
119,Cc1cccc(N)c1C,5.22515
120,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,89.18785
121,CCCCCCCCCCCCc1ccccc1O,12.757349999999999
122,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,1.78205
123,Br.Nc1nc(-c2ccccc2)cs1.O,61.8219
124,C=CCc1cc(OC)c2c(c1)OCO2,46.5023
125,C=CCOC(=O)CCCCCCCC,1.9219
126,CCCCCCCCCOCC1CO1,9.07245
127,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,38.93675
128,C=CC(=O)OCC(C)C,1.39135
129,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,21.9444
130,CN(C)c1ccc(N)cc1,20.18355
131,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,16.077199999999998
132,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,16.909399999999998
133,COCCC#N,7.561399999999999
134,Cc1cccc(N)c1.Cl,74.2113
135,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],1.55
136,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,32.0761
137,Cc1cc(C)cc(N)c1,61.93685
138,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,50.3981
139,CCN(CC)c1cccc(O)c1,6.3677
140,CCOP(=O)(OCC)SCCSCC,3.9904
141,[Ag+].[C-]#N.[C-]#N.[K+],16.58005
142,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,3.31435
143,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,25.1543
144,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],1.9714
145,OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1,23.5178
146,CCCCCCCCCCCCC1CO1,31.951549999999997
147,COc1cccc2sc(N)nc12,50.98625
148,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,2.92515
149,COc1cc2c(cc1N)oc1ccccc12,46.17655
150,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],4.3870000000000005
151,O=NN1CCCCC1,1.2685
152,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,43.5289
153,S=C(Nc1ccccc1)Nc1ccccc1,13.17875
154,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,38.71405
155,O=C/C=C/c1ccccc1,1.3036
156,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,56.613150000000005
157,NC1CCC(CC2CCC(N)CC2)CC1,5.43595
158,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,3.7264
159,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],29.732300000000002
160,Oc1cccc(Nc2ccccc2)c1,15.055150000000001
161,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,33.98655
162,O=C(O)c1cc(Cl)ccc1Cl,3.2657
163,S=C=Nc1cccc2ccccc12,27.667749999999998
164,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,11.31955
165,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,15.01735
166,OCC(Cl)CCl,1.15905
167,Cc1cc(Nc2ccc(O)cc2)ccc1N,41.26495
168,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],22.73235
169,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,16.1108
170,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,11.0019
171,Cc1c(N)cccc1Cl,2.1332
172,CCC(C)Nc1ccc(NC(C)CC)cc1,47.1997
173,c1ccc2c(c1)CCNC2,3.1315999999999997
174,Nc1ccc(-c2ccccc2)cc1,25.44315
175,C=CCOCC1CO1,11.057649999999999
176,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,74.50305
177,CC(C)(O)CCCC1=CCC(C=O)CC1,3.1332500000000003
178,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,19.57175
179,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl,3.7676
180,CCN(CC)C(=S)[S-].[Na+],5.43945
181,NC(=O)c1ccccc1N,3.7615499999999997
182,CC(O)(P(=O)(O)O)P(=O)(O)O,0.7936
183,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.6364
184,CCOC(=O)CC#N,3.7297000000000002
185,C=C(C)CC(C)(C)C,0.27685000000000004
186,CCCCN=C=O,2.0936500000000002
187,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],2.3642
188,CO[Si](C)(OC)OC,41.6169
189,SC1CCCCC1,1.3787500000000001
190,Cc1cccc(N)c1N,30.0747
191,C1=CCC2CC=CC2C1,6.7416
192,CC/C(C)=N\O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,38.91030000000001
193,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,40.8164
194,O=S(=O)(Cl)Cl,2.6961500000000003
195,CCCC(CC)CCCCCCCN,31.38425
196,CCn1c2ccccc2c2cc(N)ccc21.Cl,53.7197
197,O=C1CCCO1,8.1874
198,COc1ccc(N)cc1N.O=S(=O)(O)O,26.391750000000002
199,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],1.3565
200,Cl.NNc1ccc(C(=O)O)cc1,6.29495
201,O=C(O)c1ccncc1,3.60685
202,Nc1nc(N)nc(N)n1,0.7485999999999999
203,COc1cccc(O)c1O,1.8323
204,CC(O)c1ccccc1,1.3749
205,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,46.60955
206,Oc1ccc2ccccc2c1N=Nc1ccccc1,18.640900000000002
207,Cl.Nc1ccc2cc3ccc(N)cc3nc2c1,34.091750000000005
208,Cc1ccc(N)c(C)c1.Cl,10.7088
209,F[B-](F)(F)F.[Na+],2.67525
210,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,2.58355
211,Oc1cc(O)c(Cl)cc1Cl,4.45035
212,CCCCCCC#N,2.0444
213,CC(C)CC#N,1.2494
214,Cc1ccc(O)c(C(=O)c2ccccc2)c1,4.2331
215,COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1,13.5268
216,O=C(c1ccc(O)cc1)c1ccc(O)cc1,4.7256
217,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,46.01515
218,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,23.22805
219,Oc1ccc(C2(c3ccc(O)cc3)CC3CC2C2CCCC32)cc1,12.28855
220,OC[C@@H](O)[C@@H](O)CO,0.29505000000000003
221,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,1.5862
222,Cc1ccc2c(ccc3ccccc32)c1,2.7668999999999997
223,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,17.2971
224,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],83.90745
225,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,61.4352
226,CCCCn1cc[n+](C)c1.N#CN=C=[N-],1.3998
227,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,4.618650000000001
228,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10.5424
229,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81.027
230,CN(C)c1ccc(N(C)C)cc1,1.68495
231,Oc1cc(Cl)cc(Cl)c1Cl,8.174949999999999
232,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,18.837600000000002
233,CCOc1ccc2nc(N)sc2c1,10.354849999999999
234,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,18.162799999999997
235,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,59.5632
236,C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,73.3046
237,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,50.58565
238,NNC(=O)c1cccnc1,72.67564999999999
239,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,47.0483
240,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,75.11115000000001
241,Cc1ccc(O)c(N)c1,15.6734
242,CNC.Cl,0.2453
243,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],40.8335
244,Nc1cccc(O)c1,38.68985
245,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,11.8594
246,Cc1ccccc1N=C(N)Nc1ccccc1C,12.76
247,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,58.32
248,Cc1coc2c1CCC(C)C2,13.3001
249,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,31.0575
250,Cl.Cl.Nc1cccc(N)c1,29.2173
251,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],3.5292
252,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,30.6092
253,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,70.36099999999999
254,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,57.66915
255,CC(=O)Nc1ccc(N)cc1,0.38239999999999996
256,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,56.3402
257,O=C(O)c1ccc(Cl)cc1Cl,2.66085
258,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,45.61805
259,NCc1cccc(CN)c1,10.4702
260,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,93.30245
261,O=[N+]([O-])/C=C/c1ccccc1,17.65255
262,Cc1c(N)cccc1[N+](=O)[O-],7.0268999999999995
263,CO[Si](OC)(OC)OC,0.1789
264,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,31.478
265,CC(C)N(C)C,1.81555
266,Nc1ccncc1,2.0484
267,CC(C)=CC(C)(C)C,1.18445
268,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,16.2372
