Canonical_Smiles,Inhibition
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,10.3584
CC(C)=CC1C(CO)C1(C)C,3.902
CC(C)=N[C@H](C(=O)O)C(C)(C)S,3.0581
COc1cccc(Nc2ncc3nc(C)c(=O)n(CCc4ccccc4)c3n2)c1,71.8316
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,5.1984
c1cncc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1,94.879
C[C@@H]1CCN=C(N)S1,8.8944
CC(C)CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2,0.5553
C=CC(=C)CCC=C(C)C,7.9575
COC(=O)NC(c1cccc(F)c1)C(C(C)=O)C(=O)OC,17.124
CNc1ncncc1-c1ccccc1C(F)(F)F,100.0
CC(=O)/C=C\C1[C@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O,3.4509
CN(CCO)Cc1ncccc1O,9.7339
COC(=O)N1CCC2(CC1)CN(C(=O)Nc1ccc(OC)cc1)C2,2.8264
O=C(O)c1cccc(C[C@H](Br)C(=O)O)c1,2.2721
O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,5.7534
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,13.7806
Cc1noc(C)c1-c1cc(NC2CC2)ncn1,20.3138
CCCCCCCC1=CC2=CC(=O)C(C)(O)C(=O)C2=CN1CCCC,26.9314
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)C[C@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@@]43C)[C@H]12,2.2453
C=C[C@](C)(O)CCC1C(=C)CCC2[C@@](C)(CO)CCC[C@@]12C,100.0
COc1cccc(-c2cncnc2Nc2ccccc2)c1,63.5987
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl,46.9175
O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12,59.5065
CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,11.6549
C(=Nc1cnc2ccccc2c1)c1ccc2ccccc2n1,12.3775
Cc1nc2cncnc2n(-c2ccccc2)c1=O,17.682
COc1ccc(/C=C/N(CCc2ccc(OC)c(OC)c2)C(=O)c2ccccn2)cc1,97.7123
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,9.1176
N[C@@H](Cc1ccnnc1)C(=O)O,3.7512
O=C(c1cnccn1)N1CCC2(CCCN(c3ncccn3)C2)CC1,9.1412
C=C[C@](C)(O)CCC1C(=C)CC(OC(C)=O)C2C(C)(C)CCCC12C,100.0
Cc1nc(CN2CCCCC2)c(O)c(=O)[nH]1,5.473
COc1ccc(Oc2ncc3ncc(=O)n(Cc4ccc(F)cc4)c3n2)cc1,86.7438
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,8.0504
Brc1ccccc1,7.8303
CC(C)=CCC/C(C)=C/C=C/C1=CC2(C)CC1(C)C(/C=C(\C)CCC=C(C)C)CC2=O,34.9621
N[C@@H](Cc1cccnn1)C(=O)O,7.5452
COC(=O)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,70.0103
C=C[C@](C)(O)CCC1C(=C)CC(O)C2C(C)(C)CCCC12C,68.1201
COc1cccc(-c2cncnc2NCc2cnc(C)cn2)c1,78.6144
Nc1nc(N)nc(CCCc2nc(N)nc(N)n2)n1,12.4797
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,16.8459
CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,0.1986
COc1ncc2nc(C)c(=O)n(Cc3ccc(F)cc3)c2n1,64.5817
CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,38.2301
FB(F)F.O.O,4.1952
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,3.8837
NNC(=O)c1ccncc1,66.4782
C=C1C(N)CC2CC1C2(C)C.Cl,5.5122
N[C@H](CO)C(=O)NCC(=O)O,1.4785
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccco1,42.1191
CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,32.6086
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(C)c2n1,26.1327
COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1,38.5885
COc1cc(C(=O)O)c([N+](=O)[O-])c(OC)c1OC,12.7756
CN1[C@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12,26.6203
COCCNc1nc(-c2ccccc2Cl)nc2ccccc12,55.2596
COc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1,92.7063
Cl.Cl.NCCCCN,7.8928
COc1ccccc1-c1nccc(NCc2ccccc2)n1,29.4
O=C(O)Cc1c[nH]c2ccc(F)cc12,3.4381
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,4.7746
CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,28.0346
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,27.4953
NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,8.3262
CC(=O)Nc1ccc(S(=O)(=O)N=S(C)C)cc1,9.6459
CC(C)(C(=O)c1cccnc1)c1cccnc1,76.3347
COc1ccc(C(=O)N2CCC[C@@]3(CCN(CC(C)C)C3)C2)cc1,58.8954
O=C(O)CSCC(=O)c1ccccc1,4.1282
CN(C)CCCc1c[nH]c2ccccc12,0.0212
COc1ccc(/C=C/NC(=O)c2ccc(OC)cc2)cc1,68.6105
C=C1CCC(C2CC(=O)OC2=O)C(=O)CCC2C1CC2(C)C,10.7558
NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,5.0745
COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4cnccn4)CC3)C2)cc1,5.9973
CC(=O)[C@@H](C)CCO[C@@]1(C)OCC[C@@H]1C,5.3587
NNCCc1ccccc1.O=S(=O)(O)O,71.8548
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@H](CO)O2)cc1I,1.7028
COc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(CCC#N)c2n1,23.5398
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@@H]1C(=O)O,9.2818
COc1cc2c(cc1OC)C(=O)OC2,12.2618
CC12C=C(/C=C/c3ccc(F)cc3)C(C)(C1)C(c1ccc(F)cc1)CC2=O,18.436
CS(=O)(=O)N1CCC2(CC1)CN(c1ncccn1)C2,19.7404
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@@H]1O,1.5028
CCC/C=N/O,2.1446
O=C1c2ccccc2C(=O)N1CCCSc1ccccc1,16.6231
Cc1cccc(CNc2cc(-c3ccc(N(C)C)cc3)ncn2)c1,55.8487
CN[C@H]1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,20.0559
COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(Nc4cccc(OC)c4)nc32)c1,7.5738
CC1(C)CC2C1CCC1(C)OC1CCC2(C)O,11.754
CCCC(=O)OC(=O)CCC,4.5828
O=C1CCC[C@H]1C(=O)Nc1ccc2ccccc2c1,2.3501
CC1(C)CC2C1CCC1(C)OC2(C)CCC1O,19.7599
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.0134
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)c1,8.004
O=C(O)[C@@H]1CCCN1Cc1cc2ccccc2c2ccccc12,12.1469
CCCCCCCC1=Cc2ccccc2C(CC(C)=O)N1C(=O)OC,59.5163
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,80.1352
CCCOCC(C)OCC(C)O,6.8846
